 

stn;time;gre000z0;tre200s0;rre150z0;ure200s0;fu3010z0;dkl010z0
BER;202305181100;481;11.4;0.0;59.6;11.5;68
BER;202305181110;442;11.7;0.0;58.7;12.6;79
BER;202305181120;417;11.8;0.0;60.3;14.4;73
BER;202305181130;473;11.9;0.0;58.8;11.9;86
BER;202305181140;701;12.9;0.0;61.5;12.6;73
BER;202305181150;662;12.7;0.0;56.4;14.0;69
BER;202305181200;442;12.1;0.0;58.0;14.0;61
BER;202305181210;422;12.2;0.0;59.1;15.5;47
BER;202305181220;581;12.8;0.0;61.2;13.7;62
BER;202305181230;421;12.2;0.0;59.5;16.6;51
BER;202305181240;406;12.4;0.0;62.0;12.6;52
BER;202305181250;322;12.0;0.0;60.2;15.1;53
BER;202305181300;746;13.2;0.0;60.5;12.2;61
BER;202305181310;656;13.5;0.0;57.3;14.8;33
BER;202305181320;419;12.8;0.0;55.7;17.3;67
BER;202305181330;563;13.4;0.0;56.7;16.6;59
BER;202305181340;492;13.4;0.0;59.1;13.3;65
BER;202305181350;402;13.0;0.0;62.4;14.0;24
BER;202305181400;220;12.6;0.0;62.5;12.2;30
BER;202305181410;345;13.0;0.0;58.7;13.0;34
BER;202305181420;419;13.2;0.0;58.8;13.7;39
BER;202305181430;406;13.0;0.0;60.7;15.5;45
BER;202305181440;362;13.3;0.0;61.3;17.6;32
BER;202305181450;346;12.9;0.0;59.1;14.4;46
BER;202305181500;428;13.4;0.0;62.3;14.0;40
BER;202305181510;376;13.4;0.0;58.8;14.8;70
BER;202305181520;496;13.4;0.0;59.6;18.0;44
BER;202305181530;298;13.1;0.0;58.1;16.2;58
BER;202305181540;305;12.9;0.0;58.8;13.7;61
BER;202305181550;227;12.8;0.0;58.8;14.0;43
BER;202305181600;231;12.8;0.0;59.6;12.6;49
BER;202305181610;192;12.7;0.0;62.0;12.2;40
BER;202305181620;173;12.5;0.0;60.8;13.3;40
BER;202305181630;192;12.6;0.0;62.6;10.4;33
BER;202305181640;150;12.6;0.0;64.2;11.2;45
BER;202305181650;154;12.6;0.0;61.7;10.8;47
BER;202305181700;117;12.4;0.0;65.5;9.0;55
BER;202305181710;101;12.3;0.0;62.9;11.2;42
BER;202305181720;102;12.1;0.0;62.5;10.8;38
BER;202305181730;86;12.2;0.0;64.2;9.7;46
BER;202305181740;81;12.1;0.0;66.5;9.7;47
BER;202305181750;67;12.0;0.0;66.2;8.6;43
BER;202305181800;52;12.1;0.0;65.1;8.6;44
BER;202305181810;38;11.8;0.0;67.4;9.4;42
BER;202305181820;31;11.8;0.0;67.3;8.6;38
BER;202305181830;22;11.6;0.0;68.5;9.4;37
BER;202305181840;12;11.5;0.0;69.6;8.6;34
BER;202305181850;7;11.4;0.0;69.7;7.6;36
BER;202305181900;3;11.2;0.0;70.7;9.4;30
BER;202305181910;1;11.3;0.0;69.0;10.1;29
BER;202305181920;0;11.2;0.0;70.5;9.4;27
BER;202305181930;0;11.2;0.0;69.4;8.6;22
BER;202305181940;0;10.9;0.0;72.0;9.0;21
BER;202305181950;0;11.1;0.0;70.2;8.6;20
BER;202305182000;0;10.9;0.0;71.5;8.6;22
BER;202305182010;0;10.9;0.0;71.5;7.2;20
BER;202305182020;0;11.0;0.0;70.6;6.5;25
BER;202305182030;0;10.6;0.0;74.0;3.2;27
BER;202305182040;0;10.8;0.0;71.5;0.7;48
BER;202305182050;0;10.9;0.0;70.3;1.1;293
BER;202305182100;0;10.5;0.0;73.7;1.4;303
BER;202305182110;0;10.8;0.0;70.5;3.6;5
BER;202305182120;0;10.6;0.0;72.1;4.0;11
BER;202305182130;0;10.5;0.0;73.5;5.4;9
BER;202305182140;0;10.4;0.0;74.3;1.8;22
BER;202305182150;0;10.5;0.0;73.1;1.4;252
BER;202305182200;0;10.5;0.0;73.0;2.2;144
BER;202305182210;0;10.4;0.0;74.5;1.4;153
BER;202305182220;0;10.5;0.0;73.6;1.1;143
BER;202305182230;0;10.6;0.0;72.2;1.1;146
BER;202305182240;0;9.8;0.0;80.3;1.1;80
BER;202305182250;0;10.4;0.0;72.9;1.8;70
BER;202305182300;0;10.1;0.0;75.9;2.2;29
BER;202305182310;0;10.2;0.0;74.6;1.4;133
BER;202305182320;0;10.2;0.0;75.3;1.8;138
BER;202305182330;0;10.0;0.0;76.9;1.8;109
BER;202305182340;0;9.9;0.0;77.2;1.1;34
BER;202305182350;0;10.1;0.0;76.0;1.8;61
BER;202305190000;0;9.9;0.0;77.1;4.0;47
BER;202305190010;0;9.7;0.0;78.7;5.0;28
BER;202305190020;0;9.7;0.0;78.3;6.1;26
BER;202305190030;0;9.6;0.0;78.2;7.2;36
BER;202305190040;0;9.5;0.0;79.7;5.4;39
BER;202305190050;0;9.6;0.0;78.6;6.8;34
BER;202305190100;0;9.3;0.0;81.0;6.8;33
BER;202305190110;0;9.3;0.0;79.6;6.8;31
BER;202305190120;0;9.2;0.0;79.4;6.5;35
BER;202305190130;0;8.9;0.0;81.5;6.1;31
BER;202305190140;0;8.9;0.0;80.5;5.8;37
BER;202305190150;0;8.8;0.0;81.3;6.1;32
BER;202305190200;0;8.7;0.0;81.6;6.5;25
BER;202305190210;0;9.1;0.0;77.9;5.4;33
BER;202305190220;0;8.6;0.0;81.6;4.3;31
BER;202305190230;0;8.8;0.0;80.2;5.4;23
BER;202305190240;0;8.2;0.0;84.1;8.6;21
BER;202305190250;0;8.4;0.0;83.1;11.2;25
BER;202305190300;0;8.3;0.0;83.5;7.6;24
BER;202305190310;0;8.2;0.0;83.8;5.0;22
BER;202305190320;0;8.2;0.0;83.9;5.4;19
BER;202305190330;0;8.2;0.0;83.3;7.6;27
BER;202305190340;0;8.1;0.0;84.4;9.4;26
BER;202305190350;1;8.0;0.0;84.9;8.6;32
BER;202305190400;3;8.1;0.0;83.5;7.2;35
BER;202305190410;8;8.2;0.0;83.7;7.2;25
BER;202305190420;17;8.3;0.0;83.3;5.0;26
BER;202305190430;27;8.1;0.0;84.5;4.0;8
BER;202305190440;38;8.4;0.0;82.1;3.2;331
BER;202305190450;58;8.0;0.0;86.4;3.6;294
BER;202305190500;74;8.3;0.0;84.4;2.9;343
BER;202305190510;99;8.5;0.0;82.3;3.6;11
BER;202305190520;136;8.7;0.0;82.9;4.0;9
BER;202305190530;108;8.8;0.0;80.9;3.6;20
BER;202305190540;117;8.9;0.0;81.2;5.0;31
BER;202305190550;160;9.1;0.0;81.6;7.2;25
BER;202305190600;198;9.5;0.0;80.0;8.3;29
BER;202305190610;291;10.1;0.0;77.8;9.7;15
BER;202305190620;339;10.4;0.0;76.7;9.0;26
BER;202305190630;399;11.0;0.0;76.0;9.7;36
BER;202305190640;380;10.7;0.0;75.3;9.7;28
BER;202305190650;529;11.4;0.0;73.6;11.2;44
BER;202305190700;583;11.5;0.0;72.8;12.2;22
BER;202305190710;643;11.4;0.0;70.8;13.7;21
BER;202305190720;625;11.8;0.0;73.3;14.8;36
BER;202305190730;647;11.9;0.0;72.9;13.7;45
BER;202305190740;704;12.0;0.0;73.2;12.6;28
BER;202305190750;741;12.1;0.0;72.1;11.9;40
BER;202305190800;738;12.1;0.0;71.8;15.5;33
BER;202305190810;745;12.4;0.0;70.9;14.4;39
BER;202305190820;791;12.4;0.0;72.0;17.3;34
BER;202305190830;814;13.0;0.0;71.9;13.7;30
BER;202305190840;882;12.4;0.0;69.3;18.0;40
BER;202305190850;877;12.7;0.0;71.3;15.1;37
BER;202305190900;519;12.3;0.0;72.9;15.1;19
BER;202305190910;752;13.0;0.0;71.1;11.5;37
BER;202305190920;904;13.5;0.0;69.5;10.1;31
BER;202305190930;812;12.8;0.0;70.4;13.7;42
BER;202305190940;947;12.9;0.0;70.1;16.6;45
BER;202305190950;838;13.3;0.0;68.4;12.2;49
BER;202305191000;948;14.0;0.0;65.4;11.5;55
BER;202305191010;857;13.5;0.0;66.6;12.2;33
BER;202305191020;652;13.1;0.0;69.0;16.9;40
BER;202305191030;761;13.9;0.0;66.7;13.7;47
BER;202305191040;686;13.3;0.0;69.4;14.4;44
BER;202305191050;612;13.2;0.0;71.6;15.5;39
BER;202305191100;638;13.2;0.0;67.5;16.2;36
BER;202305191110;649;13.7;0.0;66.2;14.8;42
BER;202305191120;630;13.6;0.0;64.2;12.6;49
BER;202305191130;715;13.2;0.0;65.1;13.0;82
BER;202305191140;625;13.2;0.0;66.2;14.8;42
BER;202305191150;691;13.6;0.0;65.3;13.7;80
BER;202305191200;734;14.2;0.0;62.6;15.5;51
BER;202305191210;758;14.5;0.0;61.3;13.7;59
BER;202305191220;739;14.4;0.0;62.6;13.7;77
BER;202305191230;753;14.2;0.0;65.1;15.1;76
BER;202305191240;708;14.8;0.0;64.4;14.4;55
BER;202305191250;687;14.2;0.0;61.8;14.0;84
BER;202305191300;670;14.4;0.0;60.6;13.7;64
BER;202305191310;643;14.4;0.0;62.8;10.4;74
BER;202305191320;565;14.8;0.0;63.1;14.0;77
BER;202305191330;516;14.5;0.0;61.8;16.9;61
BER;202305191340;552;14.4;0.0;60.0;15.1;65
BER;202305191350;588;15.0;0.0;58.4;14.0;62
BER;202305191400;592;14.8;0.0;59.8;16.2;69
BER;202305191410;528;14.8;0.0;59.0;15.1;49
BER;202305191420;523;14.8;0.0;58.5;16.2;70
BER;202305191430;535;15.2;0.0;61.0;14.4;92
BER;202305191440;476;14.2;0.0;58.3;16.2;76
BER;202305191450;429;14.6;0.0;59.8;13.7;71
BER;202305191500;367;14.5;0.0;59.0;11.9;57
BER;202305191510;328;14.4;0.0;58.8;12.2;57
BER;202305191520;267;14.1;0.0;60.9;14.8;48
BER;202305191530;207;14.1;0.0;61.0;14.8;67
BER;202305191540;205;14.1;0.0;61.3;11.2;58
BER;202305191550;227;14.2;0.0;61.5;11.9;48
BER;202305191600;185;14.0;0.0;62.5;13.3;48
BER;202305191610;99;13.7;0.0;62.9;12.2;41
BER;202305191620;85;13.6;0.0;63.7;10.8;51
BER;202305191630;101;13.5;0.0;64.4;9.0;69
BER;202305191640;110;13.6;0.0;66.6;7.2;47
BER;202305191650;102;13.5;0.0;65.5;11.2;49
BER;202305191700;73;13.3;0.0;67.2;9.7;40
BER;202305191710;65;13.2;0.0;66.2;10.8;48
BER;202305191720;63;13.1;0.0;67.1;9.4;47
BER;202305191730;48;13.1;0.0;68.1;7.9;48
BER;202305191740;33;12.9;0.0;71.4;7.2;64
BER;202305191750;32;12.8;0.0;69.8;5.8;50
BER;202305191800;21;12.8;0.0;70.3;9.0;47
BER;202305191810;18;12.6;0.0;70.9;8.6;55
BER;202305191820;14;12.5;0.0;71.5;8.6;57
BER;202305191830;11;12.5;0.0;71.6;9.7;38
BER;202305191840;6;12.4;0.0;72.8;10.4;41
BER;202305191850;3;12.3;0.0;73.5;9.0;45
BER;202305191900;2;12.1;0.0;74.1;8.6;46
BER;202305191910;1;12.1;0.0;75.2;10.4;43
BER;202305191920;0;12.1;0.0;72.7;10.4;46
BER;202305191930;0;12.1;0.0;74.3;10.4;51
BER;202305191940;0;12.1;0.0;74.2;12.2;43
BER;202305191950;0;12.1;0.0;73.2;12.6;42
BER;202305192000;0;12.0;0.0;75.5;12.2;39
BER;202305192010;0;11.9;0.0;75.1;11.9;37
BER;202305192020;0;12.0;0.0;73.5;13.0;42
BER;202305192030;0;11.8;0.0;74.6;13.0;42
BER;202305192040;0;11.8;0.0;74.0;11.9;37
BER;202305192050;0;11.6;0.0;76.4;11.2;44
BER;202305192100;0;11.6;0.0;75.9;11.5;37
BER;202305192110;0;11.4;0.0;76.1;11.2;39
BER;202305192120;0;11.4;0.0;76.8;12.6;35
BER;202305192130;0;11.3;0.0;77.6;14.0;41
BER;202305192140;0;11.4;0.0;77.0;14.8;42
BER;202305192150;0;11.3;0.0;76.1;15.1;44
BER;202305192200;0;11.4;0.0;74.2;12.6;43
BER;202305192210;0;11.2;0.0;77.9;7.6;43
BER;202305192220;0;11.3;0.0;76.9;5.0;24
BER;202305192230;0;11.2;0.0;75.2;6.8;31
BER;202305192240;0;11.2;0.0;75.4;11.5;28
BER;202305192250;0;11.1;0.0;76.2;8.6;27
BER;202305192300;0;11.0;0.0;77.3;12.2;23
BER;202305192310;0;11.0;0.0;77.6;13.3;26
BER;202305192320;0;11.0;0.0;78.3;14.0;26
BER;202305192330;0;11.0;0.0;78.7;13.0;28
BER;202305192340;0;11.0;0.0;78.4;13.0;23
BER;202305192350;0;10.8;0.0;81.2;11.9;23
BER;202305200000;0;10.9;0.0;79.3;11.9;17
BER;202305200010;0;10.8;0.0;78.8;13.0;18
BER;202305200020;0;10.8;0.0;78.5;11.5;19
BER;202305200030;0;10.8;0.0;78.0;8.6;32
BER;202305200040;0;10.6;0.0;80.2;5.4;30
BER;202305200050;0;10.7;0.0;79.3;4.3;62
BER;202305200100;0;10.6;0.0;80.2;2.9;48
BER;202305200110;0;10.3;0.0;81.6;4.0;38
BER;202305200120;0;10.4;0.0;80.8;2.9;37
BER;202305200130;0;10.4;0.0;80.6;2.2;64
BER;202305200140;0;10.4;0.0;81.9;1.4;244
BER;202305200150;0;10.4;0.0;80.9;1.8;334
BER;202305200200;0;10.3;0.0;81.9;1.8;53
BER;202305200210;0;10.3;0.0;82.9;2.9;22
BER;202305200220;0;10.4;0.0;81.3;2.5;70
BER;202305200230;0;10.3;0.0;82.3;1.4;244
BER;202305200240;0;10.1;0.0;83.7;1.1;352
BER;202305200250;0;10.2;0.0;81.8;2.2;58
BER;202305200300;0;9.4;0.0;86.2;4.7;25
BER;202305200310;0;9.6;0.0;85.7;3.6;28
BER;202305200320;0;9.5;0.0;85.5;2.9;27
BER;202305200330;0;9.3;0.0;86.4;1.4;57
BER;202305200340;0;9.5;0.0;85.3;0.7;47
BER;202305200350;1;9.1;0.0;86.5;1.4;48
BER;202305200400;6;9.0;0.0;88.0;2.9;137
BER;202305200410;8;9.0;0.0;88.4;2.5;121
BER;202305200420;13;9.2;0.0;91.2;2.2;30
BER;202305200430;26;9.7;0.0;86.4;1.4;16
BER;202305200440;40;9.7;0.0;88.1;1.8;10
BER;202305200450;65;10.3;0.0;86.9;2.9;8
BER;202305200500;59;10.4;0.0;84.4;3.6;7
BER;202305200510;46;10.6;0.0;84.5;4.7;15
BER;202305200520;54;10.7;0.0;82.7;4.7;44
BER;202305200530;60;10.9;0.0;81.9;2.5;76
BER;202305200540;57;10.9;0.0;82.8;3.2;41
BER;202305200550;55;10.9;0.0;82.7;5.0;37
BER;202305200600;60;11.0;0.0;81.5;6.1;35
BER;202305200610;64;11.1;0.0;82.9;5.8;39
BER;202305200620;71;11.2;0.0;82.9;7.9;27
BER;202305200630;83;11.2;0.0;84.7;9.4;27
BER;202305200640;113;11.2;0.0;81.2;6.1;19
BER;202305200650;144;11.6;0.0;82.3;3.6;28
BER;202305200700;142;11.5;0.0;80.4;4.0;39
BER;202305200710;157;11.5;0.0;80.6;5.0;48
BER;202305200720;154;11.5;0.0;79.4;7.2;30
BER;202305200730;147;11.9;0.0;80.3;5.4;45
BER;202305200740;154;11.9;0.0;76.6;7.9;47
BER;202305200750;164;12.2;0.0;76.1;6.1;46
BER;202305200800;154;12.0;0.0;78.1;8.3;25
BER;202305200810;199;12.3;0.0;77.5;7.6;39
BER;202305200820;194;12.3;0.0;75.6;8.3;22
BER;202305200830;165;12.4;0.0;78.2;7.2;44
BER;202305200840;273;13.0;0.0;75.1;9.0;67
BER;202305200850;417;13.2;0.0;73.2;12.6;48
BER;202305200900;433;13.0;0.0;71.3;12.2;44
BER;202305200910;320;13.3;0.0;72.5;10.1;56
BER;202305200920;267;13.0;0.0;72.5;12.2;39
BER;202305200930;396;13.3;0.0;71.1;12.2;38
BER;202305200940;216;13.1;0.0;73.3;9.7;45
BER;202305200950;288;13.5;0.0;73.1;10.4;36
BER;202305201000;237;13.0;0.0;71.4;12.2;42
BER;202305201010;267;13.5;0.0;72.3;10.8;48
BER;202305201020;217;13.5;0.0;72.3;10.4;53
BER;202305201030;208;13.3;0.0;70.8;12.2;32
BER;202305201040;194;13.3;0.0;72.0;9.7;44
BER;202305201050;227;13.3;0.0;71.1;9.0;43
BER;202305201100;289;13.8;0.0;70.7;9.4;83
BER;202305201110;280;13.8;0.0;70.2;10.1;62
BER;202305201120;531;15.1;0.0;70.7;12.2;44
BER;202305201130;284;13.8;0.0;69.8;13.0;64
BER;202305201140;189;13.7;0.0;70.0;10.4;62
BER;202305201150;157;13.8;0.0;71.9;11.2;67
BER;202305201200;204;14.1;0.0;74.8;8.3;64
BER;202305201210;252;14.2;0.0;73.5;8.3;46
BER;202305201220;223;14.0;0.0;72.3;10.4;36
BER;202305201230;231;14.2;0.0;71.2;8.6;41
BER;202305201240;202;14.1;0.0;73.1;9.4;39
BER;202305201250;240;14.3;0.0;72.5;8.6;41
BER;202305201300;264;14.4;0.0;72.0;8.6;47
BER;202305201310;258;14.7;0.0;72.2;7.2;58
BER;202305201320;164;14.5;0.0;73.1;7.9;40
BER;202305201330;183;14.5;0.0;74.2;10.1;17
BER;202305201340;237;14.7;0.0;71.9;8.3;44
BER;202305201350;210;14.7;0.0;72.1;8.6;29
BER;202305201400;182;15.0;0.0;73.6;6.5;50
BER;202305201410;141;14.6;0.0;72.9;9.0;50
BER;202305201420;121;14.8;0.0;74.1;7.9;23
BER;202305201430;107;14.6;0.0;72.3;9.4;22
BER;202305201440;104;14.6;0.0;75.4;6.1;22
BER;202305201450;124;14.8;0.0;74.7;9.4;22
BER;202305201500;117;14.8;0.0;74.8;9.7;41
BER;202305201510;154;14.9;0.0;73.3;6.8;29
BER;202305201520;151;14.8;0.0;72.0;9.4;69
BER;202305201530;132;15.0;0.0;71.1;13.7;127
BER;202305201540;131;14.9;0.0;70.9;10.8;103
BER;202305201550;159;15.2;0.0;72.3;4.7;35
BER;202305201600;165;15.3;0.0;72.8;2.9;31
BER;202305201610;136;15.2;0.0;72.4;7.2;36
BER;202305201620;129;15.2;0.0;72.3;7.2;30
BER;202305201630;135;15.1;0.0;72.2;7.9;35
BER;202305201640;136;15.1;0.0;72.5;7.6;45
BER;202305201650;126;15.0;0.0;73.2;7.2;37
BER;202305201700;131;15.1;0.0;75.2;5.0;77
BER;202305201710;135;14.9;0.0;76.3;4.0;79
BER;202305201720;120;14.9;0.0;77.6;2.5;28
BER;202305201730;93;14.9;0.0;77.0;2.5;41
BER;202305201740;72;14.7;0.0;77.7;4.3;45
BER;202305201750;61;14.5;0.0;78.5;4.7;26
BER;202305201800;49;14.4;0.0;80.3;4.3;35
BER;202305201810;42;14.1;0.0;81.1;5.0;28
BER;202305201820;34;14.0;0.0;83.9;5.4;25
BER;202305201830;26;13.9;0.0;83.6;5.0;28
BER;202305201840;16;13.4;0.0;85.7;3.6;36
BER;202305201850;9;13.7;0.0;82.9;3.2;47
BER;202305201900;4;13.6;0.0;84.4;3.2;53
BER;202305201910;1;13.2;0.0;86.1;2.5;2
BER;202305201920;0;12.7;0.0;90.3;4.7;7
BER;202305201930;0;13.1;0.0;87.6;6.5;45
BER;202305201940;0;13.1;0.0;87.2;6.1;49
BER;202305201950;0;12.5;0.0;89.3;3.6;1
BER;202305202000;0;13.0;0.0;87.0;3.6;274
BER;202305202010;0;12.3;0.0;90.8;4.0;270
BER;202305202020;0;12.5;0.0;90.1;2.9;310
BER;202305202030;0;12.3;0.0;92.9;2.9;354
BER;202305202040;0;11.6;0.0;94.5;3.6;16
BER;202305202050;0;11.4;0.0;93.4;1.8;5
BER;202305202100;0;11.2;0.0;94.1;1.4;82
BER;202305202110;0;10.8;0.0;94.4;3.2;89
BER;202305202120;0;10.9;0.0;95.5;1.8;296
BER;202305202130;0;11.6;0.0;93.0;1.1;36
BER;202305202140;0;11.2;0.0;94.3;0.7;142
BER;202305202150;0;10.9;0.0;95.2;1.1;126
BER;202305202200;0;11.1;0.0;94.6;2.5;60
BER;202305202210;0;10.4;0.0;94.5;2.5;161
BER;202305202220;0;11.3;0.0;93.6;0.0;0
BER;202305202230;0;11.2;0.0;94.5;0.7;108
BER;202305202240;0;10.7;0.0;96.1;0.4;8
BER;202305202250;0;10.8;0.0;95.1;0.7;29
BER;202305202300;0;11.0;0.0;94.4;1.1;64
BER;202305202310;0;11.0;0.0;94.3;3.2;171
BER;202305202320;0;11.0;0.0;93.7;2.5;155
BER;202305202330;0;10.8;0.0;94.2;1.1;178
BER;202305202340;0;10.2;0.0;96.1;0.7;202
BER;202305202350;0;10.5;0.0;95.3;1.4;211
BER;202305210000;0;10.6;0.0;95.9;2.5;202
BER;202305210010;0;10.7;0.0;96.8;1.8;206
BER;202305210020;0;10.7;0.0;95.4;1.4;174
BER;202305210030;0;11.1;0.0;94.2;1.8;185
BER;202305210040;0;10.9;0.0;95.3;1.4;200
BER;202305210050;0;10.8;0.0;95.7;2.2;229
BER;202305210100;0;10.6;0.0;97.0;2.2;201
BER;202305210110;0;10.6;0.0;96.8;1.8;168
BER;202305210120;0;10.9;0.0;93.6;2.5;194
BER;202305210130;0;10.7;0.0;94.3;2.5;174
BER;202305210140;0;10.7;0.0;95.3;2.2;197
BER;202305210150;0;10.3;0.0;98.1;2.9;190
BER;202305210200;0;9.5;0.0;97.3;1.4;179
BER;202305210210;0;9.6;0.0;96.5;1.1;260
BER;202305210220;0;9.9;0.0;97.5;2.2;356
BER;202305210230;0;10.2;0.0;96.1;1.1;71
BER;202305210240;0;9.9;0.0;96.8;0.0;0
BER;202305210250;0;9.7;0.0;96.7;0.0;0
BER;202305210300;0;10.1;0.0;95.4;1.4;122
BER;202305210310;0;9.6;0.0;96.3;2.9;166
BER;202305210320;0;9.1;0.0;97.1;0.4;172
BER;202305210330;0;9.5;0.0;96.0;0.4;172
BER;202305210340;0;9.6;0.0;98.3;1.1;145
BER;202305210350;1;9.8;0.0;96.8;1.4;172
BER;202305210400;4;9.3;0.0;98.4;1.1;166
BER;202305210410;10;9.6;0.0;96.3;0.7;175
BER;202305210420;19;9.4;0.0;94.5;1.4;161
BER;202305210430;34;9.4;0.0;96.5;1.8;176
BER;202305210440;49;9.8;0.0;95.4;2.2;196
BER;202305210450;75;9.9;0.0;94.8;3.6;205
BER;202305210500;94;10.2;0.0;93.4;4.3;204
BER;202305210510;113;10.4;0.0;96.5;3.6;201
BER;202305210520;136;10.8;0.0;92.1;4.3;185
BER;202305210530;150;11.0;0.0;91.2;5.0;179
BER;202305210540;120;10.9;0.0;92.9;4.3;177
BER;202305210550;123;11.0;0.0;93.4;2.9;204
BER;202305210600;149;10.9;0.0;92.9;2.2;235
BER;202305210610;224;11.4;0.0;92.8;1.4;247
BER;202305210620;291;11.8;0.0;90.1;1.4;236
BER;202305210630;329;12.3;0.0;89.5;1.8;228
BER;202305210640;405;13.0;0.0;86.8;2.5;209
BER;202305210650;430;13.6;0.0;84.3;3.6;204
BER;202305210700;454;13.8;0.0;78.0;4.0;212
BER;202305210710;440;14.1;0.0;82.1;3.2;179
BER;202305210720;325;14.2;0.0;78.3;4.0;156
BER;202305210730;421;14.2;0.0;78.0;2.9;193
BER;202305210740;418;14.3;0.0;77.6;3.6;171
BER;202305210750;301;14.4;0.0;78.4;0.4;215
BER;202305210800;265;14.4;0.0;78.2;1.4;326
BER;202305210810;257;14.6;0.0;77.1;1.8;333
BER;202305210820;475;15.2;0.0;76.7;1.8;341
BER;202305210830;509;15.7;0.0;75.9;2.9;337
BER;202305210840;575;15.7;0.0;75.7;2.9;329
BER;202305210850;798;16.6;0.0;73.8;4.7;36
BER;202305210900;747;17.3;0.0;70.5;4.0;199
BER;202305210910;827;17.2;0.0;69.6;9.4;359
BER;202305210920;816;17.5;0.0;71.0;9.4;353
BER;202305210930;814;18.6;0.0;68.2;7.6;326
BER;202305210940;849;17.9;0.0;68.6;4.3;6
BER;202305210950;859;18.1;0.0;65.8;6.5;312
BER;202305211000;859;18.9;0.0;64.3;5.8;332
BER;202305211010;878;18.8;0.0;63.0;8.3;336
BER;202305211020;812;18.4;0.0;63.3;5.0;357
BER;202305211030;803;19.3;0.0;62.7;7.6;339
BER;202305211040;813;19.3;0.0;60.4;5.8;335
BER;202305211050;941;19.6;0.0;58.4;6.5;316
BER;202305211100;919;20.4;0.0;58.6;7.6;319
BER;202305211110;931;19.8;0.0;56.5;7.9;322
BER;202305211120;984;20.6;0.0;55.2;6.5;321
BER;202305211130;949;20.2;0.0;54.3;7.6;336
BER;202305211140;988;21.2;0.0;53.3;5.4;287
BER;202305211150;998;21.4;0.0;52.7;4.3;352
BER;202305211200;999;21.9;0.0;51.5;5.8;284
BER;202305211210;911;21.0;0.0;51.5;9.0;328
BER;202305211220;739;22.1;0.0;50.0;9.4;318
BER;202305211230;641;21.5;0.0;53.6;6.8;14
BER;202305211240;923;22.0;0.0;54.8;6.1;353
BER;202305211250;924;23.0;0.0;53.8;5.0;2
BER;202305211300;840;22.8;0.0;52.3;7.6;360
BER;202305211310;820;22.3;0.0;52.0;6.1;309
BER;202305211320;838;22.2;0.0;50.3;4.7;314
BER;202305211330;883;22.8;0.0;48.1;6.5;6
BER;202305211340;766;23.3;0.0;50.0;8.6;22
BER;202305211350;662;23.0;0.0;48.5;6.5;356
BER;202305211400;760;22.9;0.0;51.4;5.8;345
BER;202305211410;731;22.3;0.0;49.8;5.8;34
BER;202305211420;731;22.9;0.0;48.8;5.4;358
BER;202305211430;685;22.7;0.0;45.5;5.0;30
BER;202305211440;684;24.0;0.0;45.5;6.1;355
BER;202305211450;683;23.5;0.0;41.6;6.1;336
BER;202305211500;666;23.9;0.0;39.6;7.2;306
BER;202305211510;651;23.9;0.0;41.5;7.6;349
BER;202305211520;615;23.9;0.0;38.5;7.6;22
BER;202305211530;606;24.2;0.0;38.0;7.9;346
BER;202305211540;597;24.1;0.0;38.7;7.9;330
BER;202305211550;598;23.6;0.0;34.8;6.5;356
BER;202305211600;590;24.1;0.0;38.5;6.1;345
BER;202305211610;556;24.3;0.0;40.5;9.4;360
BER;202305211620;518;24.0;0.0;39.7;11.5;360
BER;202305211630;449;24.0;0.0;43.4;10.4;352
BER;202305211640;338;23.5;0.0;43.3;9.4;13
BER;202305211650;233;22.8;0.0;53.2;8.6;87
BER;202305211700;200;21.9;0.0;50.3;15.5;113
BER;202305211710;116;21.3;0.0;48.3;14.0;120
BER;202305211720;98;19.5;0.0;69.3;10.1;143
BER;202305211730;87;18.2;0.0;78.8;10.4;148
BER;202305211740;70;18.1;0.2;77.5;9.0;148
BER;202305211750;56;17.8;0.0;76.0;7.6;148
BER;202305211800;44;17.5;0.0;79.0;4.7;104
BER;202305211810;33;18.2;0.0;73.9;6.8;39
BER;202305211820;25;18.2;0.0;73.4;5.0;2
BER;202305211830;16;18.2;0.0;72.9;6.8;24
BER;202305211840;11;17.6;0.0;79.0;6.1;255
BER;202305211850;7;17.3;0.0;82.4;7.2;172
BER;202305211900;3;17.4;0.0;81.9;4.3;181
BER;202305211910;1;17.6;0.0;78.0;1.8;163
BER;202305211920;0;17.6;0.0;79.2;2.9;141
BER;202305211930;0;18.0;0.0;69.6;3.2;186
BER;202305211940;0;17.6;0.0;73.3;5.0;194
BER;202305211950;0;17.4;0.0;74.2;6.1;217
BER;202305212000;0;17.3;0.0;73.6;4.7;151
BER;202305212010;0;16.8;0.0;76.6;8.3;222
BER;202305212020;0;16.0;0.0;83.2;10.8;246
BER;202305212030;0;15.4;0.0;80.0;10.8;240
BER;202305212040;0;14.9;0.0;83.9;6.5;233
BER;202305212050;0;14.7;0.1;87.0;5.4;205
BER;202305212100;0;14.8;0.0;89.4;5.8;165
BER;202305212110;0;14.6;1.1;91.1;9.7;189
BER;202305212120;0;14.4;1.6;93.2;7.6;201
BER;202305212130;0;14.6;0.3;92.6;7.9;169
BER;202305212140;0;15.0;0.6;89.8;11.9;174
BER;202305212150;0;14.7;1.7;94.0;10.1;204
